,zip_code,0-5_slots_built,total_slots_built,small_buildings,med_buildings,large_buildings,05_added,512_added,012_added,012_existing,05_existing,new_total_05,new_total_012,05_pop,012_pop,is_hd
178,10980.0,400.0,800.0,0.0,0.0,2.0,0.0,0.0,0.0,349,149.0,549.0,1149.0,771.0,1914.0,0.0
179,10983.0,100.0,200.0,0.0,1.0,0.0,6.0,0.0,6.0,246,5.0,111.0,452.0,166.0,612.0,0.0
180,10984.0,200.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,143,2.0,202.0,543.0,298.0,567.0,0.0
181,10987.0,100.0,200.0,0.0,1.0,0.0,4.0,0.0,4.0,40,0.0,104.0,244.0,155.0,411.0,0.0
182,10989.0,50.0,100.0,1.0,0.0,0.0,12.0,0.0,12.0,261,128.0,190.0,373.0,284.0,884.0,0.0
183,10990.0,200.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,466,299.0,499.0,866.0,714.0,2512.0,0.0
184,10992.0,200.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,360,232.0,432.0,760.0,584.0,1656.0,0.0
185,10993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,310.0,310.0,401.0,73.0,325.0,1.0
186,10994.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,825,164.0,186.0,847.0,279.0,783.0,1.0
187,10998.0,200.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,43,43.0,243.0,443.0,258.0,641.0,0.0
188,11001.0,450.0,900.0,1.0,0.0,2.0,56.0,0.0,56.0,537,242.0,748.0,1493.0,1121.0,3857.0,0.0
189,11003.0,1200.0,2400.0,0.0,0.0,6.0,182.0,0.0,182.0,2415,400.0,1782.0,4997.0,2672.0,6251.0,0.0
190,11004.0,600.0,1200.0,0.0,0.0,3.0,0.0,0.0,0.0,427,0.0,600.0,1627.0,894.0,1980.0,0.0
191,11010.0,1000.0,2000.0,0.0,0.0,5.0,0.0,0.0,0.0,282,37.0,1037.0,2282.0,1458.0,3876.0,0.0
192,11020.0,50.0,100.0,1.0,0.0,0.0,10.0,4.0,14.0,142,62.0,122.0,256.0,182.0,768.0,0.0
193,11021.0,400.0,800.0,0.0,0.0,2.0,23.0,0.0,23.0,202,202.0,625.0,1025.0,937.0,2669.0,0.0
194,11023.0,250.0,500.0,1.0,0.0,1.0,33.0,0.0,33.0,355,219.0,502.0,888.0,753.0,2426.0,0.0
195,11024.0,200.0,400.0,0.0,0.0,1.0,68.0,0.0,68.0,552,302.0,570.0,1020.0,855.0,2195.0,0.0
196,11030.0,200.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,689,279.0,479.0,1089.0,718.0,2867.0,0.0
197,11040.0,400.0,800.0,0.0,0.0,2.0,165.0,0.0,165.0,1220,733.0,1298.0,2185.0,1947.0,5498.0,0.0
